-0.785398	-0
-0.783827	-0.0405149
-0.782257	-0.0828012
-0.780686	-0.126171
-0.779115	-0.170247
-0.777544	-0.214847
-0.775973	-0.259865
-0.774403	-0.305226
-0.772832	-0.350877
-0.771261	-0.396777
-0.76969	-0.442894
-0.768119	-0.4892
-0.766549	-0.535673
-0.764978	-0.582293
-0.763407	-0.629043
-0.761836	-0.675908
-0.760265	-0.722874
-0.758695	-0.769928
-0.757124	-0.817059
-0.755553	-0.864257
-0.753982	-0.911512
-0.752411	-0.958814
-0.750841	-1.00615
-0.74927	-1.05353
-0.747699	-1.10092
-0.746128	-1.14833
-0.744557	-1.19575
-0.742987	-1.24317
-0.741416	-1.29058
-0.739845	-1.33798
-0.738274	-1.38536
-0.736703	-1.43272
-0.735133	-1.48005
-0.733562	-1.52735
-0.731991	-1.5746
-0.73042	-1.6218
-0.728849	-1.66896
-0.727279	-1.71605
-0.725708	-1.76309
-0.724137	-1.81005
-0.722566	-1.85695
-0.720996	-1.90376
-0.719425	-1.9505
-0.717854	-1.99714
-0.716283	-2.0437
-0.714712	-2.09016
-0.713142	-2.13652
-0.711571	-2.18277
-0.71	-2.22891
-0.708429	-2.27494
-0.706858	-2.32085
-0.705288	-2.36664
-0.703717	-2.4123
-0.702146	-2.45783
-0.700575	-2.50323
-0.699004	-2.54848
-0.697434	-2.59359
-0.695863	-2.63856
-0.694292	-2.68337
-0.692721	-2.72802
-0.69115	-2.77252
-0.68958	-2.81685
-0.688009	-2.86102
-0.686438	-2.90501
-0.684867	-2.94883
-0.683296	-2.99247
-0.681726	-3.03593
-0.680155	-3.0792
-0.678584	-3.12228
-0.677013	-3.16517
-0.675442	-3.20786
-0.673872	-3.25035
-0.672301	-3.29264
-0.67073	-3.33471
-0.669159	-3.37658
-0.667588	-3.41823
-0.666018	-3.45966
-0.664447	-3.50087
-0.662876	-3.54186
-0.661305	-3.58261
-0.659734	-3.62314
-0.658164	-3.66342
-0.656593	-3.70347
-0.655022	-3.74328
-0.653451	-3.78285
-0.65188	-3.82216
-0.65031	-3.86122
-0.648739	-3.90003
-0.647168	-3.93858
-0.645597	-3.97687
-0.644026	-4.01489
-0.642456	-4.05265
-0.640885	-4.09014
-0.639314	-4.12735
-0.637743	-4.16429
-0.636173	-4.20095
-0.634602	-4.23732
-0.633031	-4.27341
-0.63146	-4.30922
-0.629889	-4.34473
-0.628319	-4.37995
-0.626748	-4.41487
-0.625177	-4.4495
-0.623606	-4.48382
-0.622035	-4.51783
-0.620465	-4.55154
-0.618894	-4.58494
-0.617323	-4.61803
-0.615752	-4.6508
-0.614181	-4.68325
-0.612611	-4.71539
-0.61104	-4.7472
-0.609469	-4.77868
-0.607898	-4.80984
-0.606327	-4.84067
-0.604757	-4.87116
-0.603186	-4.90132
-0.601615	-4.93114
-0.600044	-4.96063
-0.598473	-4.98977
-0.596903	-5.01856
-0.595332	-5.04701
-0.593761	-5.07511
-0.59219	-5.10286
-0.590619	-5.13026
-0.589049	-5.1573
-0.587478	-5.18398
-0.585907	-5.21031
-0.584336	-5.23627
-0.582765	-5.26187
-0.581195	-5.2871
-0.579624	-5.31197
-0.578053	-5.33647
-0.576482	-5.36059
-0.574911	-5.38434
-0.573341	-5.40772
-0.57177	-5.43072
-0.570199	-5.45335
-0.568628	-5.47559
-0.567057	-5.49745
-0.565487	-5.51892
-0.563916	-5.54002
-0.562345	-5.56072
-0.560774	-5.58104
-0.559203	-5.60096
-0.557633	-5.6205
-0.556062	-5.63964
-0.554491	-5.65838
-0.55292	-5.67674
-0.55135	-5.69469
-0.549779	-5.71224
-0.548208	-5.7294
-0.546637	-5.74615
-0.545066	-5.7625
-0.543496	-5.77845
-0.541925	-5.79399
-0.540354	-5.80912
-0.538783	-5.82385
-0.537212	-5.83817
-0.535642	-5.85208
-0.534071	-5.86557
-0.5325	-5.87866
-0.530929	-5.89133
-0.529358	-5.90359
-0.527788	-5.91544
-0.526217	-5.92687
-0.524646	-5.93788
-0.523075	-5.94847
-0.521504	-5.95865
-0.519934	-5.96841
-0.518363	-5.97775
-0.516792	-5.98666
-0.515221	-5.99516
-0.51365	-6.00324
-0.51208	-6.01089
-0.510509	-6.01812
-0.508938	-6.02492
-0.507367	-6.03131
-0.505796	-6.03727
-0.504226	-6.0428
-0.502655	-6.04791
-0.501084	-6.05259
-0.499513	-6.05684
-0.497942	-6.06067
-0.496372	-6.06407
-0.494801	-6.06705
-0.49323	-6.0696
-0.491659	-6.07172
-0.490088	-6.07341
-0.488518	-6.07468
-0.486947	-6.07552
-0.485376	-6.07593
-0.483805	-6.07591
-0.482234	-6.07546
-0.480664	-6.07459
-0.479093	-6.07329
-0.477522	-6.07156
-0.475951	-6.0694
-0.47438	-6.06682
-0.47281	-6.0638
-0.471239	-6.06037
-0.469668	-6.0565
-0.468097	-6.05221
-0.466527	-6.04749
-0.464956	-6.04234
-0.463385	-6.03677
-0.461814	-6.03078
-0.460243	-6.02436
-0.458673	-6.01752
-0.457102	-6.01025
-0.455531	-6.00256
-0.45396	-5.99444
-0.452389	-5.98591
-0.450819	-5.97695
-0.449248	-5.96758
-0.447677	-5.95778
-0.446106	-5.94756
-0.444535	-5.93693
-0.442965	-5.92587
-0.441394	-5.9144
-0.439823	-5.90252
-0.438252	-5.89022
-0.436681	-5.8775
-0.435111	-5.86437
-0.43354	-5.85083
-0.431969	-5.83688
-0.430398	-5.82252
-0.428827	-5.80774
-0.427257	-5.79256
-0.425686	-5.77698
-0.424115	-5.76098
-0.422544	-5.74458
-0.420973	-5.72778
-0.419403	-5.71058
-0.417832	-5.69297
-0.416261	-5.67496
-0.41469	-5.65656
-0.413119	-5.63776
-0.411549	-5.61856
-0.409978	-5.59897
-0.408407	-5.57898
-0.406836	-5.55861
-0.405265	-5.53784
-0.403695	-5.51669
-0.402124	-5.49514
